날짜,멤버 이름,멤버 종족,멤버 티어,상대,상대 종족,상대 티어,맵,결과,구분,구분2,month
2025-03-28,또해영,저그,8티어,하이현,테란,8티어,이클립스,승,스폰(3/2) #2,스폰,3
2025-03-28,또해영,저그,8티어,사사삼,프로토스,7티어,데자뷰,승,스폰(3/2) #1,스폰,3
2025-03-28,또해영,저그,8티어,사사삼,프로토스,7티어,이클립스,승,스폰(3/2) #2,스폰,3
2025-03-28,또해영,저그,8티어,수니양,테란,8티어,데자뷰,승,스폰(단판),스폰,3
2025-03-28,또해영,저그,8티어,수니양,테란,8티어,데자뷰,패,스폰(단판),스폰,3
2025-03-29,슬돌이,프로토스,3티어,다예,저그,3티어,폴리포이드,승,스폰(3/2) #1,스폰,3
2025-03-29,슬돌이,프로토스,3티어,다예,저그,3티어,데자뷰,패,스폰(3/2) #2,스폰,3
2025-03-29,슬돌이,프로토스,3티어,다예,저그,3티어,이클립스,패,스폰(3/2) #3,스폰,3
2025-03-29,슬돌이,프로토스,3티어,다예,저그,3티어,이클립스,패,스폰(3/2) #1,스폰,3
2025-03-29,슬돌이,프로토스,3티어,다예,저그,3티어,라데온,승,스폰(3/2) #2,스폰,3
2025-03-29,슬돌이,프로토스,3티어,다예,저그,3티어,폴리포이드,패,스폰(3/2) #3,스폰,3
2025-03-29,슬돌이,프로토스,3티어,늑대채린,저그,4티어,폴리포이드,승,스폰(3/2) #1,스폰,3
2025-03-29,슬돌이,프로토스,3티어,늑대채린,저그,4티어,라데온,승,스폰(3/2) #2,스폰,3
2025-03-29,슬돌이,프로토스,3티어,다예,저그,3티어,폴리포이드,패,스폰(단판),스폰,3
2025-03-29,늑대채린,저그,4티어,강덕구,테란,5티어,데자뷰,승,스폰(3/2) #1,스폰,3
2025-03-29,늑대채린,저그,4티어,강덕구,테란,5티어,라데온,승,스폰(3/2) #2,스폰,3
2025-03-29,늑대채린,저그,4티어,슬돌이,프로토스,3티어,폴리포이드,패,스폰(3/2) #1,스폰,3
2025-03-29,늑대채린,저그,4티어,슬돌이,프로토스,3티어,라데온,패,스폰(3/2) #2,스폰,3
2025-03-29,찌킹,저그,4티어,뚜미언니,테란,4티어,데자뷰,승,CK,대회,3
2025-03-29,찌킹,저그,4티어,뚜미언니,테란,4티어,라데온,승,CK,대회,3
2025-03-29,규리야,테란,4티어,토마토,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,3
2025-03-29,규리야,테란,4티어,토마토,프로토스,4티어,폴리포이드,승,스폰(3/2) #2,스폰,3
2025-03-29,규리야,테란,4티어,토마토,프로토스,4티어,폴리포이드,승,스폰(3/2) #3,스폰,3
2025-03-29,또해영,저그,8티어,빵지니,테란,8티어,데자뷰,승,스폰(3/2) #1,스폰,3
2025-03-29,또해영,저그,8티어,빵지니,테란,8티어,폴리포이드,승,스폰(3/2) #2,스폰,3
2025-03-29,또해영,저그,8티어,한쪼니,프로토스,8티어,데자뷰,승,스폰(단판),스폰,3
2025-03-29,또해영,저그,8티어,효짱,프로토스,7티어,데자뷰,패,스폰(단판),스폰,3
2025-03-30,늑대채린,저그,4티어,빵리나,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,3
2025-03-30,늑대채린,저그,4티어,빵리나,프로토스,4티어,라데온,패,스폰(3/2) #2,스폰,3
2025-03-30,늑대채린,저그,4티어,뚜미언니,테란,4티어,폴리포이드,승,스폰(3/2) #1,스폰,3
2025-03-30,늑대채린,저그,4티어,뚜미언니,테란,4티어,폴리포이드,패,스폰(3/2) #2,스폰,3
2025-03-30,늑대채린,저그,4티어,뚜미언니,테란,4티어,라데온,패,스폰(3/2) #3,스폰,3
2025-03-30,늑대채린,저그,4티어,구보라,프로토스,3티어,폴리포이드,패,스폰(3/2) #1,스폰,3
2025-03-30,늑대채린,저그,4티어,구보라,프로토스,3티어,라데온,패,스폰(3/2) #2,스폰,3
2025-03-30,구루미,저그,5티어,금선2,테란,5티어,폴리포이드,승,스폰(3/2) #1,스폰,3
2025-03-30,구루미,저그,5티어,금선2,테란,5티어,라데온,패,스폰(3/2) #2,스폰,3
2025-03-30,구루미,저그,5티어,금선2,테란,5티어,데자뷰,패,스폰(3/2) #3,스폰,3
2025-03-30,박하악,저그,6티어,으냉이,테란,6티어,라데온,패,대학 대전,대회,3
2025-03-30,또해영,저그,8티어,효짱,프로토스,7티어,이클립스,패,스폰(단판),스폰,3
2025-03-30,또해영,저그,8티어,막내현진,프로토스,베이비,폴리포이드,승,스폰(단판),스폰,3
2025-03-30,또해영,저그,8티어,막내현진,프로토스,베이비,폴리포이드,승,스폰(단판),스폰,3
2025-03-30,또해영,저그,8티어,효짱,프로토스,7티어,데자뷰,승,스폰(단판),스폰,3
2025-03-30,또해영,저그,8티어,효짱,프로토스,7티어,라데온,패,스폰(단판),스폰,3
2025-03-31,늑대채린,저그,4티어,하리,프로토스,4티어,데자뷰,패,스폰(3/2) #1,스폰,3
2025-03-31,늑대채린,저그,4티어,하리,프로토스,4티어,이클립스,패,스폰(3/2) #2,스폰,3
2025-03-31,팥순,프로토스,6티어,비재희,저그,6티어,데자뷰,승,스폰(3/2) #1,스폰,3
2025-03-31,팥순,프로토스,6티어,비재희,저그,6티어,라데온,승,스폰(3/2) #2,스폰,3
2025-03-31,팥순,프로토스,6티어,시녕뭉,저그,6티어,데자뷰,패,스폰(3/2) #1,스폰,3
2025-03-31,팥순,프로토스,6티어,시녕뭉,저그,6티어,라데온,패,스폰(3/2) #2,스폰,3
2025-04-01,박하악,저그,6티어,모리,테란,7티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-01,박하악,저그,6티어,모리,테란,7티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-01,박하악,저그,6티어,으냉이,테란,6티어,라데온,패,스폰(3/2) #1,스폰,4
2025-04-01,박하악,저그,6티어,으냉이,테란,6티어,폴리포이드,패,스폰(3/2) #2,스폰,4
2025-04-01,박하악,저그,6티어,밥새,테란,7티어,데자뷰,패,스폰(3/2) #1,스폰,4
2025-04-01,박하악,저그,6티어,밥새,테란,7티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-01,박하악,저그,6티어,밥새,테란,7티어,데자뷰,패,스폰(3/2) #3,스폰,4
2025-04-02,슬돌이,프로토스,3티어,라미,저그,3티어,이클립스,승,대학 대전,대회,4
2025-04-02,규리야,테란,4티어,최도랑,프로토스,4티어,폴리포이드,승,대학 대전,대회,4
2025-04-02,구루미,저그,5티어,임밍지,프로토스,5티어,데자뷰,승,대학 대전,대회,4
2025-04-02,박하악,저그,6티어,밥새,테란,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-02,박하악,저그,6티어,혜지연,테란,7티어,라데온,승,스폰(단판),스폰,4
2025-04-02,박하악,저그,6티어,키모야,테란,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-02,박하악,저그,6티어,키모야,테란,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-02,박하악,저그,6티어,모리,테란,7티어,라데온,패,스폰(단판),스폰,4
2025-04-02,내가먼지,테란,7티어,백갑숙,프로토스,7티어,폴리포이드,패,대학 대전,대회,4
2025-04-02,또해영,저그,8티어,예빈,저그,8티어,데자뷰,승,대학 대전,대회,4
2025-04-04,김뽀뇨,프로토스,3티어,이유란,저그,3티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-04,김뽀뇨,프로토스,3티어,이유란,저그,3티어,데자뷰,패,스폰(단판),스폰,4
2025-04-04,김뽀뇨,프로토스,3티어,소심,테란,3티어,데자뷰,승,스폰(3/2) #1,스폰,4
2025-04-04,김뽀뇨,프로토스,3티어,소심,테란,3티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-04,김뽀뇨,프로토스,3티어,나예리,테란,3티어,데자뷰,승,스폰(3/2) #1,스폰,4
2025-04-04,김뽀뇨,프로토스,3티어,나예리,테란,3티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-04,늑대채린,저그,4티어,햇살,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-04,늑대채린,저그,4티어,햇살,테란,4티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-04,늑대채린,저그,4티어,햇살,테란,4티어,이클립스,승,스폰(3/2) #1,스폰,4
2025-04-04,찌킹,저그,4티어,햇살,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-04,찌킹,저그,4티어,햇살,테란,4티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-04,찌킹,저그,4티어,최도랑,프로토스,4티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-04,팥순,프로토스,6티어,귀요민정,저그,6티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-04,팥순,프로토스,6티어,소주양,테란,6티어,라데온,패,스폰(3/2) #1,스폰,4
2025-04-04,팥순,프로토스,6티어,소주양,테란,6티어,데자뷰,패,스폰(3/2) #2,스폰,4
2025-04-04,내가먼지,테란,7티어,효짱,프로토스,7티어,라데온,승,스폰(3/2) #1,스폰,4
2025-04-04,내가먼지,테란,7티어,효짱,프로토스,7티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-04,내가먼지,테란,7티어,효짱,프로토스,7티어,라데온,패,스폰(3/2) #3,스폰,4
2025-04-04,내가먼지,테란,7티어,임조이,저그,7티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-04,내가먼지,테란,7티어,임조이,저그,7티어,라데온,패,스폰(단판),스폰,4
2025-04-04,내가먼지,테란,7티어,임조이,저그,7티어,라데온,패,스폰(단판),스폰,4
2025-04-04,또해영,저그,8티어,요시,프로토스,8티어,라데온,승,스폰(단판),스폰,4
2025-04-04,또해영,저그,8티어,한쪼니,프로토스,8티어,데자뷰,승,스폰(단판),스폰,4
2025-04-05,슬돌이,프로토스,3티어,라미,저그,3티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-05,김뽀뇨,프로토스,3티어,라미,저그,3티어,이클립스,패,스폰(3/2) #1,스폰,4
2025-04-05,김뽀뇨,프로토스,3티어,라미,저그,3티어,데자뷰,승,스폰(3/2) #2,스폰,4
2025-04-05,김뽀뇨,프로토스,3티어,라미,저그,3티어,폴리포이드,패,스폰(3/2) #3,스폰,4
2025-04-05,늑대채린,저그,4티어,햇살,테란,4티어,데자뷰,승,스폰(3/2) #2,스폰,4
2025-04-05,늑대채린,저그,4티어,햇살,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-05,늑대채린,저그,4티어,햇살,테란,4티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-05,늑대채린,저그,4티어,햇살,테란,4티어,이클립스,패,스폰(단판),스폰,4
2025-04-05,찌킹,저그,4티어,임밍지,프로토스,5티어,이클립스,승,스폰(3/2) #1,스폰,4
2025-04-05,찌킹,저그,4티어,임밍지,프로토스,5티어,데자뷰,승,스폰(3/2) #2,스폰,4
2025-04-05,찌킹,저그,4티어,토마토,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-05,찌킹,저그,4티어,토마토,프로토스,4티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-05,찌킹,저그,4티어,임밍지,프로토스,5티어,이클립스,승,스폰(3/2) #1,스폰,4
2025-04-05,찌킹,저그,4티어,임밍지,프로토스,5티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-05,찌킹,저그,4티어,임밍지,프로토스,5티어,폴리포이드,패,스폰(3/2) #3,스폰,4
2025-04-05,규리야,테란,4티어,파찌,저그,3티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-05,규리야,테란,4티어,파찌,저그,3티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-05,규리야,테란,4티어,파찌,저그,3티어,데자뷰,패,스폰(3/2) #3,스폰,4
2025-04-05,규리야,테란,4티어,앵지,저그,4티어,데자뷰,승,스폰(3/2) #1,스폰,4
2025-04-05,규리야,테란,4티어,앵지,저그,4티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-05,구루미,저그,5티어,오하얀,테란,5티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-05,구루미,저그,5티어,오하얀,테란,5티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-05,구루미,저그,5티어,오하얀,테란,5티어,데자뷰,승,스폰(단판),스폰,4
2025-04-05,구루미,저그,5티어,오하얀,테란,5티어,이클립스,패,스폰(단판),스폰,4
2025-04-05,구루미,저그,5티어,뽀누나,테란,5티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-05,구루미,저그,5티어,뽀누나,테란,5티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-05,구루미,저그,5티어,오하얀,테란,5티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-05,구루미,저그,5티어,오하얀,테란,5티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-05,팥순,프로토스,6티어,남수댕,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-05,팥순,프로토스,6티어,밍도릿,저그,6티어,데자뷰,승,스폰(3/2) #1,스폰,4
2025-04-05,팥순,프로토스,6티어,밍도릿,저그,6티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-05,박하악,저그,6티어,사사삼,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-05,박하악,저그,6티어,비타밍,테란,7티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-05,내가먼지,테란,7티어,임조이,저그,7티어,라데온,승,스폰(3/2) #1,스폰,4
2025-04-05,내가먼지,테란,7티어,임조이,저그,7티어,데자뷰,승,스폰(3/2) #2,스폰,4
2025-04-05,내가먼지,테란,7티어,효짱,프로토스,7티어,라데온,승,스폰(3/2) #1,스폰,4
2025-04-05,내가먼지,테란,7티어,효짱,프로토스,7티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-05,내가먼지,테란,7티어,임조이,저그,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-05,내가먼지,테란,7티어,효짱,프로토스,7티어,라데온,승,스폰(단판),스폰,4
2025-04-05,내가먼지,테란,7티어,임조이,저그,7티어,데자뷰,승,스폰(단판),스폰,4
2025-04-05,내가먼지,테란,7티어,효짱,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-05,내가먼지,테란,7티어,임조이,저그,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-05,또해영,저그,8티어,수니양,테란,8티어,데자뷰,승,스폰(3/2) #1,스폰,4
2025-04-05,또해영,저그,8티어,수니양,테란,8티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-05,또해영,저그,8티어,하이현,테란,8티어,데자뷰,승,스폰(3/2) #1,스폰,4
2025-04-05,또해영,저그,8티어,하이현,테란,8티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-05,또해영,저그,8티어,수니양,테란,8티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-06,김뽀뇨,프로토스,3티어,라미,저그,3티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-06,찌킹,저그,4티어,임밍지,프로토스,5티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-06,찌킹,저그,4티어,임밍지,프로토스,5티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-06,찌킹,저그,4티어,임밍지,프로토스,5티어,이클립스,승,스폰(3/2) #3,스폰,4
2025-04-06,규리야,테란,4티어,앵지,저그,4티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-06,규리야,테란,4티어,앵지,저그,4티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-06,규리야,테란,4티어,토마토,프로토스,4티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-06,규리야,테란,4티어,토마토,프로토스,4티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-06,규리야,테란,4티어,토마토,프로토스,4티어,데자뷰,승,스폰(3/2) #3,스폰,4
2025-04-06,팥순,프로토스,6티어,치리,저그,6티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-06,팥순,프로토스,6티어,서윤,저그,6티어,이클립스,패,스폰(3/2) #1,스폰,4
2025-04-06,팥순,프로토스,6티어,서윤,저그,6티어,폴리포이드,패,스폰(3/2) #2,스폰,4
2025-04-06,팥순,프로토스,6티어,강덕구,테란,5티어,이클립스,패,스폰(단판),스폰,4
2025-04-06,박하악,저그,6티어,수니양,테란,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-06,박하악,저그,6티어,려원,테란,6티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-06,박하악,저그,6티어,려원,테란,6티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-06,박하악,저그,6티어,려원,테란,6티어,라데온,승,스폰(3/2) #1,스폰,4
2025-04-06,박하악,저그,6티어,려원,테란,6티어,폴리포이드,승,스폰(3/2) #2,스폰,4
2025-04-06,박하악,저그,6티어,강덕구,테란,5티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-06,또해영,저그,8티어,수니양,테란,8티어,데자뷰,승,스폰(3/2) #2,스폰,4
2025-04-06,또해영,저그,8티어,한쪼니,프로토스,8티어,데자뷰,승,스폰(단판),스폰,4
2025-04-06,또해영,저그,8티어,하이현,테란,8티어,데자뷰,승,스폰(단판),스폰,4
2025-04-06,또해영,저그,8티어,하이현,테란,8티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-06,또해영,저그,8티어,하이현,테란,8티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-06,또해영,저그,8티어,하이현,테란,8티어,데자뷰,패,스폰(3/2) #3,스폰,4
2025-04-07,김뽀뇨,프로토스,3티어,이유란,저그,3티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-07,김뽀뇨,프로토스,3티어,이유란,저그,3티어,데자뷰,패,스폰(단판),스폰,4
2025-04-07,김뽀뇨,프로토스,3티어,이유란,저그,3티어,데자뷰,승,스폰(단판),스폰,4
2025-04-07,김뽀뇨,프로토스,3티어,이유란,저그,3티어,이클립스,승,스폰(단판),스폰,4
2025-04-07,김뽀뇨,프로토스,3티어,다예,저그,3티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-07,김뽀뇨,프로토스,3티어,다예,저그,3티어,데자뷰,패,스폰(3/2) #2,스폰,4
2025-04-07,늑대채린,저그,4티어,최도랑,프로토스,4티어,라데온,패,스폰(단판),스폰,4
2025-04-07,늑대채린,저그,4티어,졈니,프로토스,5티어,라데온,패,스폰(3/2) #1,스폰,4
2025-04-07,늑대채린,저그,4티어,졈니,프로토스,5티어,데자뷰,패,스폰(3/2) #2,스폰,4
2025-04-07,늑대채린,저그,4티어,졈니,프로토스,5티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-07,늑대채린,저그,4티어,순자,프로토스,4티어,라데온,패,스폰(단판),스폰,4
2025-04-07,늑대채린,저그,4티어,규리야,테란,4티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-07,규리야,테란,4티어,늑대채린,저그,4티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-07,팥순,프로토스,6티어,서윤,저그,6티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-07,박하악,저그,6티어,링가,테란,6티어,라데온,패,스폰(3/2) #1,스폰,4
2025-04-07,박하악,저그,6티어,링가,테란,6티어,폴리포이드,승,스폰(3/2) #2,스폰,4
2025-04-07,박하악,저그,6티어,링가,테란,6티어,라데온,패,스폰(3/2) #3,스폰,4
2025-04-07,박하악,저그,6티어,모리,테란,7티어,라데온,승,스폰(3/2) #1,스폰,4
2025-04-07,박하악,저그,6티어,모리,테란,7티어,폴리포이드,승,스폰(3/2) #2,스폰,4
2025-04-08,팥순,프로토스,6티어,링가,테란,6티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-08,팥순,프로토스,6티어,링가,테란,6티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-09,슬돌이,프로토스,3티어,지두두,테란,3티어,이클립스,승,대학 대전,대회,4
2025-04-09,찌킹,저그,4티어,무찌,테란,4티어,라데온,승,대학 대전,대회,4
2025-04-09,구루미,저그,5티어,태영,테란,5티어,폴리포이드,패,대학 대전,대회,4
2025-04-09,박하악,저그,6티어,내가먼지,테란,6티어,이클립스,패,대학 대전,대회,4
2025-04-09,내가먼지,테란,7티어,박하악,저그,7티어,이클립스,승,대학 대전,대회,4
2025-04-10,규리야,테란,4티어,최도랑,프로토스,4티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-10,규리야,테란,4티어,최도랑,프로토스,4티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-10,규리야,테란,4티어,최도랑,프로토스,4티어,데자뷰,승,스폰(3/2) #1,스폰,4
2025-04-10,규리야,테란,4티어,최도랑,프로토스,4티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-11,슬돌이,프로토스,3티어,지두두,테란,3티어,라데온,승,스폰(3/2) #1,스폰,4
2025-04-11,슬돌이,프로토스,3티어,지두두,테란,3티어,데자뷰,승,스폰(3/2) #2,스폰,4
2025-04-11,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,데자뷰,패,스폰(3/2) #1,스폰,4
2025-04-11,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-11,김뽀뇨,프로토스,3티어,히엉,테란,3티어,데자뷰,패,스폰(3/2) #1,스폰,4
2025-04-11,김뽀뇨,프로토스,3티어,히엉,테란,3티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-11,김뽀뇨,프로토스,3티어,히엉,테란,3티어,폴리포이드,패,스폰(3/2) #3,스폰,4
2025-04-11,늑대채린,저그,4티어,뚜밥,테란,4티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-11,늑대채린,저그,4티어,뚜밥,테란,4티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-11,늑대채린,저그,4티어,뚜밥,테란,4티어,이클립스,패,스폰(3/2) #3,스폰,4
2025-04-11,찌킹,저그,4티어,조은,테란,4티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-11,찌킹,저그,4티어,조은,테란,4티어,버미어,승,스폰(3/2) #2,스폰,4
2025-04-11,찌킹,저그,4티어,최도랑,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-11,찌킹,저그,4티어,최도랑,프로토스,4티어,이클립스,패,스폰(3/2) #2,스폰,4
2025-04-11,규리야,테란,4티어,렘레미,저그,4티어,폴리포이드,승,스폰(3/2) #1,스폰,4
2025-04-11,규리야,테란,4티어,렘레미,저그,4티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-11,박하악,저그,6티어,모리,테란,7티어,폴리포이드,패,스폰(단판),스폰,4
2025-04-11,박하악,저그,6티어,뚜비,테란,6티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-11,박하악,저그,6티어,뚜비,테란,6티어,라데온,승,스폰(3/2) #2,스폰,4
2025-04-11,박하악,저그,6티어,뚜비,테란,6티어,폴리포이드,패,스폰(3/2) #3,스폰,4
2025-04-11,박하악,저그,6티어,소주양,테란,5티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-11,박하악,저그,6티어,소주양,테란,5티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-11,박하악,저그,6티어,빵지니,테란,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,라데온,승,스폰(3/2) #1,스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,데자뷰,패,스폰(3/2) #2,스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,라데온,패,스폰(3/2) #1,스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,이클립스,승,스폰(3/2) #2,스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,폴리포이드,패,스폰(3/2) #3,스폰,4
2025-04-12,김뽀뇨,프로토스,3티어,이유란,저그,3티어,라데온,패,스폰(단판),스폰,4
2025-04-12,늑대채린,저그,4티어,뚜밥,테란,4티어,라데온,패,스폰(단판),스폰,4
2025-04-12,찌킹,저그,4티어,최도랑,프로토스,4티어,라데온,패,스폰(단판),스폰,4
2025-04-12,찌킹,저그,4티어,최도랑,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-12,찌킹,저그,4티어,최도랑,프로토스,4티어,폴리포이드,승,스폰(3/2) #2,스폰,4
2025-04-12,찌킹,저그,4티어,최도랑,프로토스,4티어,데자뷰,승,스폰(3/2) #3,스폰,4
2025-04-12,찌킹,저그,4티어,빵리나,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-12,구루미,저그,5티어,태영,테란,5티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-12,구루미,저그,5티어,태영,테란,5티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-12,구루미,저그,5티어,태영,테란,5티어,라데온,패,스폰(단판),스폰,4
2025-04-12,팥순,프로토스,6티어,뚜비,테란,6티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-12,팥순,프로토스,6티어,뚜비,테란,6티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-12,팥순,프로토스,6티어,려원,테란,6티어,라데온,패,스폰(단판),스폰,4
2025-04-12,팥순,프로토스,6티어,려원,테란,6티어,라데온,패,스폰(3/2) #1,스폰,4
2025-04-12,팥순,프로토스,6티어,려원,테란,6티어,폴리포이드,승,스폰(3/2) #2,스폰,4
2025-04-12,팥순,프로토스,6티어,려원,테란,6티어,데자뷰,승,스폰(3/2) #3,스폰,4
2025-04-12,박하악,저그,6티어,수니양,테란,7티어,데자뷰,승,스폰(단판),스폰,4
2025-04-12,박하악,저그,6티어,메옹이,테란,7티어,폴리포이드,승,스폰(단판),스폰,4
2025-04-12,박하악,저그,6티어,진유성,프로토스,6티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-12,박하악,저그,6티어,진유성,프로토스,6티어,데자뷰,승,스폰(3/2) #2,스폰,4
2025-04-12,박하악,저그,6티어,진유성,프로토스,6티어,라데온,패,스폰(3/2) #3,스폰,4
2025-04-12,박하악,저그,6티어,최세상,테란,5티어,폴리포이드,패,스폰(3/2) #1,스폰,4
2025-04-12,박하악,저그,6티어,최세상,테란,5티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-12,또해영,저그,8티어,밥새,테란,8티어,데자뷰,승,스폰(단판),스폰,4
2025-04-12,또해영,저그,8티어,한쪼니,프로토스,8티어,데자뷰,패,스폰(3/2) #1,스폰,4
2025-04-12,또해영,저그,8티어,한쪼니,프로토스,8티어,라데온,패,스폰(3/2) #2,스폰,4
2025-04-13,슬돌이,프로토스,3티어,또봉순,저그,2티어,라데온,패,스폰(3/2) #1,스폰,4
2025-04-13,슬돌이,프로토스,3티어,또봉순,저그,2티어,데자뷰,패,스폰(3/2) #2,스폰,4
2025-04-13,슬돌이,프로토스,3티어,또봉순,저그,2티어,데자뷰,패,스폰(3/2) #1,스폰,4
2025-04-13,슬돌이,프로토스,3티어,또봉순,저그,2티어,폴리포이드,승,스폰(3/2) #2,스폰,4
2025-04-13,슬돌이,프로토스,3티어,또봉순,저그,2티어,라데온,승,스폰(3/2) #3,스폰,4
2025-04-13,슬돌이,프로토스,3티어,또봉순,저그,2티어,폴리포이드,승,스폰(3/2) #1,스폰,4
