날짜,멤버 이름,멤버 종족,멤버 티어,상대,상대 종족,상대 티어,맵,결과,구분,구분2,month
2025-01-01,슬돌이,프로토스,3티어,야리,저그,3티어,데자뷰,승,스폰(단판),스폰,1
2025-01-01,김뽀뇨,프로토스,3티어,야리,저그,3티어,데자뷰,승,스폰(단판),스폰,1
2025-01-01,김뽀뇨,프로토스,3티어,이유란,저그,3티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-01,찌킹,저그,5티어,나린,저그,5티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-01,찌킹,저그,5티어,나린,저그,5티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-01,찌킹,저그,5티어,나린,저그,5티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-01,찌킹,저그,5티어,링고,프로토스,5티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-01,찌킹,저그,5티어,링고,프로토스,5티어,데자뷰,패,스폰(3/2) #2,스폰,1
2025-01-01,찌킹,저그,5티어,링고,프로토스,5티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-01,구루미,저그,5티어,태영,테란,5티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-01,구루미,저그,5티어,태영,테란,5티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-01,구루미,저그,5티어,태영,테란,5티어,도미네이터,승,스폰(3/2) #3,스폰,1
2025-01-01,구루미,저그,5티어,연애인,프로토스,5티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-01,구루미,저그,5티어,연애인,프로토스,5티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-01,구루미,저그,5티어,연애인,프로토스,5티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-01,구루미,저그,5티어,연애인,프로토스,5티어,폴리포이드,패,스폰(3/2) #2,스폰,1
2025-01-01,팥순,프로토스,6티어,슈슈,저그,6티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-01,팥순,프로토스,6티어,슈슈,저그,6티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-02,슬돌이,프로토스,3티어,이유란,저그,3티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-02,슬돌이,프로토스,3티어,이유란,저그,3티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-02,슬돌이,프로토스,3티어,이유란,저그,3티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-02,슬돌이,프로토스,3티어,모꿀몬,테란,3티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,야리,저그,3티어,데자뷰,패,스폰(단판),스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,지두두,테란,3티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,지두두,테란,3티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,도미네이터,승,스폰(3/2) #2,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,라데온,패,스폰(3/2) #1,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,라데온,승,스폰(3/2) #3,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,도미네이터,패,스폰(3/2) #2,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,나예리,테란,3티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,소심,테란,3티어,라데온,패,스폰(3/2) #1,스폰,1
2025-01-02,김뽀뇨,프로토스,3티어,소심,테란,3티어,데자뷰,패,스폰(3/2) #2,스폰,1
2025-01-02,찌킹,저그,5티어,링고,프로토스,5티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-02,찌킹,저그,5티어,링고,프로토스,5티어,폴리포이드,패,스폰(3/2) #2,스폰,1
2025-01-02,찌킹,저그,5티어,소주양,테란,6티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-02,찌킹,저그,5티어,려원,테란,6티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-02,찌킹,저그,5티어,강덕구,테란,5티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-02,찌킹,저그,5티어,강덕구,테란,5티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-02,규리야,테란,5티어,링고,프로토스,5티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-02,규리야,테란,5티어,링고,프로토스,5티어,도미네이터,승,스폰(3/2) #2,스폰,1
2025-01-02,규리야,테란,5티어,링고,프로토스,5티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-02,팥순,프로토스,6티어,뚜비,테란,6티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-02,팥순,프로토스,6티어,비재희,저그,6티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-02,내가먼지,테란,7티어,2라니,저그,7티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-03,슬돌이,프로토스,3티어,모꿀몬,테란,3티어,라데온,패,스폰(단판),스폰,1
2025-01-03,슬돌이,프로토스,3티어,방실이,저그,3티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-03,찌킹,저그,5티어,규리야,테란,5티어,도미네이터,패,스폰(3/2) #1,스폰,1
2025-01-03,찌킹,저그,5티어,규리야,테란,5티어,데자뷰,패,스폰(3/2) #2,스폰,1
2025-01-03,찌킹,저그,5티어,강덕구,테란,5티어,폴리포이드,승,CK,대회,1
2025-01-03,규리야,테란,5티어,링고,프로토스,5티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-03,규리야,테란,5티어,링고,프로토스,5티어,도미네이터,승,스폰(3/2) #2,스폰,1
2025-01-03,규리야,테란,5티어,링고,프로토스,5티어,라데온,패,스폰(3/2) #3,스폰,1
2025-01-03,규리야,테란,5티어,찌킹,저그,5티어,도미네이터,승,스폰(3/2) #1,스폰,1
2025-01-03,규리야,테란,5티어,찌킹,저그,5티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-03,규리야,테란,5티어,뿌리,프로토스,5티어,도미네이터,패,스폰(3/2) #1,스폰,1
2025-01-03,규리야,테란,5티어,뿌리,프로토스,5티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-03,규리야,테란,5티어,뿌리,프로토스,5티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-03,규리야,테란,5티어,설둥이,프로토스,5티어,라데온,승,스폰(3/2) #1,스폰,1
2025-01-03,규리야,테란,5티어,설둥이,프로토스,5티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-03,팥순,프로토스,6티어,이아깽,테란,6티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-03,팥순,프로토스,6티어,이아깽,테란,6티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-03,팥순,프로토스,6티어,이아깽,테란,6티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-03,팥순,프로토스,6티어,최세상,테란,6티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-03,팥순,프로토스,6티어,이아깽,테란,6티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-03,팥순,프로토스,6티어,이아깽,테란,6티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-03,팥순,프로토스,6티어,이아깽,테란,6티어,폴리포이드,패,스폰(3/2) #3,스폰,1
2025-01-03,내가먼지,테란,7티어,2라니,저그,7티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-03,내가먼지,테란,7티어,다우미,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-03,내가먼지,테란,7티어,엄보리,프로토스,7티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-03,내가먼지,테란,7티어,엄보리,프로토스,7티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-03,또해영,저그,8티어,히추,테란,8티어,투혼,승,스폰(단판),스폰,1
2025-01-03,또해영,저그,8티어,한쪼니,프로토스,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-03,또해영,저그,8티어,빵지니,테란,8티어,라데온,패,스폰(단판),스폰,1
2025-01-03,또해영,저그,8티어,한쪼니,프로토스,8티어,라데온,패,스폰(단판),스폰,1
2025-01-04,슬돌이,프로토스,3티어,카히리,저그,3티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-04,슬돌이,프로토스,3티어,카히리,저그,3티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-04,슬돌이,프로토스,3티어,카히리,저그,3티어,라데온,패,스폰(3/2) #3,스폰,1
2025-01-04,슬돌이,프로토스,3티어,카히리,저그,3티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-04,슬돌이,프로토스,3티어,카히리,저그,3티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-04,슬돌이,프로토스,3티어,소심,테란,3티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-04,슬돌이,프로토스,3티어,소심,테란,3티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-04,슬돌이,프로토스,3티어,소심,테란,3티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-04,슬돌이,프로토스,3티어,소심,테란,3티어,라데온,패,스폰(단판),스폰,1
2025-01-04,김뽀뇨,프로토스,3티어,쥬나,저그,4티어,라데온,패,스폰(3/2) #1,스폰,1
2025-01-04,김뽀뇨,프로토스,3티어,쥬나,저그,4티어,도미네이터,승,스폰(3/2) #2,스폰,1
2025-01-04,김뽀뇨,프로토스,3티어,쥬나,저그,4티어,데자뷰,패,스폰(3/2) #3,스폰,1
2025-01-04,김뽀뇨,프로토스,3티어,나예리,테란,3티어,라데온,승,CK,대회,1
2025-01-04,김뽀뇨,프로토스,3티어,야리,저그,3티어,라데온,승,CK,대회,1
2025-01-04,김뽀뇨,프로토스,3티어,야리,저그,3티어,라데온,승,스폰(단판),스폰,1
2025-01-04,늑대채린,저그,4티어,지두두,테란,3티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-04,늑대채린,저그,4티어,지두두,테란,3티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-04,늑대채린,저그,4티어,빵리나,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-04,늑대채린,저그,4티어,빵리나,프로토스,4티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-04,규리야,테란,5티어,링고,프로토스,5티어,데자뷰,승,스폰(3/2) #1,스폰,1
2025-01-04,규리야,테란,5티어,링고,프로토스,5티어,도미네이터,승,스폰(3/2) #2,스폰,1
2025-01-04,팥순,프로토스,6티어,최세상,테란,6티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-04,또해영,저그,8티어,효짱,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-04,또해영,저그,8티어,사사삼,프로토스,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-05,슬돌이,프로토스,3티어,야리,저그,3티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-05,슬돌이,프로토스,3티어,야리,저그,3티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-05,슬돌이,프로토스,3티어,카히리,저그,3티어,라데온,패,CK,대회,1
2025-01-05,슬돌이,프로토스,3티어,카히리,저그,3티어,폴리포이드,패,CK,대회,1
2025-01-05,찌킹,저그,5티어,유이,테란,6티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-05,찌킹,저그,5티어,유이,테란,6티어,폴리포이드,승,스폰(3/2) #2,스폰,1
2025-01-05,찌킹,저그,5티어,나린,저그,5티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-05,규리야,테란,5티어,나린,저그,5티어,도미네이터,승,스폰(단판),스폰,1
2025-01-05,규리야,테란,5티어,몽순,저그,5티어,라데온,승,CK,대회,1
2025-01-05,규리야,테란,5티어,몽순,저그,5티어,데자뷰,승,CK,대회,1
2025-01-05,팥순,프로토스,6티어,히댕,저그,6티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-05,팥순,프로토스,6티어,히댕,저그,6티어,폴리포이드,패,스폰(3/2) #2,스폰,1
2025-01-05,팥순,프로토스,6티어,연수,테란,6티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-05,팥순,프로토스,6티어,연수,테란,6티어,데자뷰,패,스폰(3/2) #2,스폰,1
2025-01-05,팥순,프로토스,6티어,연수,테란,6티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-05,내가먼지,테란,7티어,엄보리,프로토스,7티어,폴리포이드,승,CK,대회,1
2025-01-05,내가먼지,테란,7티어,엄보리,프로토스,7티어,폴리포이드,승,CK,대회,1
2025-01-05,또해영,저그,8티어,메옹이,테란,7티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-05,또해영,저그,8티어,메옹이,테란,7티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-05,또해영,저그,8티어,밥새,테란,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-05,또해영,저그,8티어,히추,테란,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-06,슬돌이,프로토스,3티어,카히리,저그,3티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-06,김뽀뇨,프로토스,3티어,나예리,테란,3티어,라데온,승,스폰(3/2) #1,스폰,1
2025-01-06,김뽀뇨,프로토스,3티어,나예리,테란,3티어,폴리포이드,패,스폰(3/2) #2,스폰,1
2025-01-06,김뽀뇨,프로토스,3티어,나예리,테란,3티어,데자뷰,승,스폰(3/2) #3,스폰,1
2025-01-06,김뽀뇨,프로토스,3티어,파찌,저그,3티어,데자뷰,패,스폰(단판),스폰,1
2025-01-06,김뽀뇨,프로토스,3티어,몽순,저그,5티어,데자뷰,패,스폰(단판),스폰,1
2025-01-06,김뽀뇨,프로토스,3티어,지두두,테란,3티어,버미어,승,CK,대회,1
2025-01-06,김뽀뇨,프로토스,3티어,나무늘봉순,저그,3티어,라데온,승,CK,대회,1
2025-01-06,찌킹,저그,5티어,몽순,저그,5티어,라데온,승,CK,대회,1
2025-01-06,찌킹,저그,5티어,유이,테란,6티어,폴리포이드,승,CK,대회,1
2025-01-06,규리야,테란,5티어,주서리,프로토스,5티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-06,규리야,테란,5티어,주서리,프로토스,5티어,라데온,패,스폰(단판),스폰,1
2025-01-06,규리야,테란,5티어,주서리,프로토스,5티어,데자뷰,패,스폰(단판),스폰,1
2025-01-06,규리야,테란,5티어,슈슈,저그,6티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-06,규리야,테란,5티어,슈슈,저그,6티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-06,규리야,테란,5티어,슈슈,저그,6티어,폴리포이드,패,스폰(3/2) #3,스폰,1
2025-01-06,팥순,프로토스,6티어,뚜비,테란,6티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-06,팥순,프로토스,6티어,려원,테란,6티어,라데온,승,스폰(단판),스폰,1
2025-01-06,또해영,저그,8티어,밥새,테란,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-06,또해영,저그,8티어,밥새,테란,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-06,또해영,저그,8티어,하이현,테란,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-07,슬돌이,프로토스,3티어,소심,테란,3티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-07,슬돌이,프로토스,3티어,소심,테란,3티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-07,슬돌이,프로토스,3티어,소심,테란,3티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-07,슬돌이,프로토스,3티어,지두두,테란,3티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-07,슬돌이,프로토스,3티어,지두두,테란,3티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-07,슬돌이,프로토스,3티어,지두두,테란,3티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-07,찌킹,저그,5티어,강덕구,테란,5티어,데자뷰,승,CK,대회,1
2025-01-07,찌킹,저그,5티어,몽순,저그,5티어,폴리포이드,승,CK,대회,1
2025-01-07,찌킹,저그,5티어,주서리,프로토스,5티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-07,찌킹,저그,5티어,주서리,프로토스,5티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-07,찌킹,저그,5티어,연수,테란,6티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-07,찌킹,저그,5티어,연수,테란,6티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-07,규리야,테란,5티어,몽순,저그,5티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-07,규리야,테란,5티어,몽순,저그,5티어,폴리포이드,패,스폰(3/2) #2,스폰,1
2025-01-07,규리야,테란,5티어,링고,프로토스,5티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-07,규리야,테란,5티어,밍도릿,저그,6티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-07,규리야,테란,5티어,밍도릿,저그,6티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-07,규리야,테란,5티어,밍도릿,저그,6티어,라데온,승,스폰(3/2) #3,스폰,1
2025-01-07,규리야,테란,5티어,연애인,프로토스,5티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-07,규리야,테란,5티어,연애인,프로토스,5티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-07,규리야,테란,5티어,링고,프로토스,5티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-07,규리야,테란,5티어,링고,프로토스,5티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-07,또해영,저그,8티어,메옹이,테란,7티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-07,또해영,저그,8티어,밥새,테란,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-07,또해영,저그,8티어,밥새,테란,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-07,또해영,저그,8티어,효짱,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-07,또해영,저그,8티어,한쪼니,프로토스,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-07,또해영,저그,8티어,한쪼니,프로토스,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-08,규리야,테란,5티어,링고,프로토스,5티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-08,규리야,테란,5티어,링고,프로토스,5티어,데자뷰,패,스폰(3/2) #2,스폰,1
2025-01-08,규리야,테란,5티어,몽순,저그,5티어,라데온,승,CK,대회,1
2025-01-08,팥순,프로토스,6티어,서윤,저그,6티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-09,슬돌이,프로토스,3티어,나예리,테란,3티어,도미네이터,패,스폰(3/2) #1,스폰,1
2025-01-09,슬돌이,프로토스,3티어,나예리,테란,3티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-09,슬돌이,프로토스,3티어,나예리,테란,3티어,데자뷰,패,스폰(3/2) #3,스폰,1
2025-01-09,찌킹,저그,5티어,연수,테란,6티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-09,찌킹,저그,5티어,연수,테란,6티어,데자뷰,승,스폰(3/2) #2,스폰,1
2025-01-09,찌킹,저그,5티어,연수,테란,6티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-09,찌킹,저그,5티어,뿌하,프로토스,6티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-09,찌킹,저그,5티어,태영,테란,5티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-09,찌킹,저그,5티어,태영,테란,5티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-09,찌킹,저그,5티어,태영,테란,5티어,데자뷰,패,스폰(3/2) #3,스폰,1
2025-01-09,팥순,프로토스,6티어,연수,테란,6티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-09,팥순,프로토스,6티어,연수,테란,6티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-09,팥순,프로토스,6티어,연수,테란,6티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-09,팥순,프로토스,6티어,연수,테란,6티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-09,팥순,프로토스,6티어,연수,테란,6티어,라데온,승,스폰(3/2) #3,스폰,1
2025-01-09,팥순,프로토스,6티어,비재희,저그,6티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-09,팥순,프로토스,6티어,비재희,저그,6티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-09,팥순,프로토스,6티어,비재희,저그,6티어,라데온,패,스폰(3/2) #3,스폰,1
2025-01-09,팥순,프로토스,6티어,링가,테란,6티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-09,내가먼지,테란,7티어,짱다,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-09,내가먼지,테란,7티어,짱다,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-09,내가먼지,테란,7티어,빵미유,저그,7티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-09,내가먼지,테란,7티어,빵미유,저그,7티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-09,내가먼지,테란,7티어,한쪼니,프로토스,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-09,또해영,저그,8티어,윤진,프로토스,8티어,라데온,승,스폰(단판),스폰,1
2025-01-09,또해영,저그,8티어,하루묭,프로토스,8티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-09,또해영,저그,8티어,하루묭,프로토스,8티어,폴리포이드,패,스폰(3/2) #2,스폰,1
2025-01-09,또해영,저그,8티어,하루묭,프로토스,8티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-10,슬돌이,프로토스,3티어,히엉,테란,3티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-10,슬돌이,프로토스,3티어,히엉,테란,3티어,도미네이터,승,스폰(3/2) #2,스폰,1
2025-01-10,슬돌이,프로토스,3티어,히엉,테란,3티어,폴리포이드,승,스폰(3/2) #3,스폰,1
2025-01-10,슬돌이,프로토스,3티어,모꿀몬,테란,3티어,라데온,패,CK,대회,1
2025-01-10,김뽀뇨,프로토스,3티어,지두두,테란,3티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-10,김뽀뇨,프로토스,3티어,지두두,테란,3티어,폴리포이드,승,스폰(3/2) #2,스폰,1
2025-01-10,규리야,테란,5티어,몽순,저그,5티어,라데온,패,스폰(3/2) #1,스폰,1
2025-01-10,규리야,테란,5티어,몽순,저그,5티어,데자뷰,패,스폰(3/2) #2,스폰,1
2025-01-10,규리야,테란,5티어,몽순,저그,5티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-10,규리야,테란,5티어,몽순,저그,5티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-10,규리야,테란,5티어,몽순,저그,5티어,데자뷰,승,스폰(3/2) #3,스폰,1
2025-01-10,규리야,테란,5티어,연애인,프로토스,5티어,라데온,승,스폰(3/2) #1,스폰,1
2025-01-10,규리야,테란,5티어,연애인,프로토스,5티어,데자뷰,패,스폰(3/2) #2,스폰,1
2025-01-10,규리야,테란,5티어,연애인,프로토스,5티어,라데온,승,스폰(3/2) #3,스폰,1
2025-01-10,내가먼지,테란,7티어,짱다,프로토스,7티어,라데온,승,스폰(단판),스폰,1
2025-01-10,또해영,저그,8티어,하루묭,프로토스,8티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-10,또해영,저그,8티어,하루묭,프로토스,8티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-10,또해영,저그,8티어,김말랑,테란,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-10,또해영,저그,8티어,김말랑,테란,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-10,또해영,저그,8티어,히추,테란,8티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-11,김뽀뇨,프로토스,3티어,지두두,테란,3티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-11,김뽀뇨,프로토스,3티어,지두두,테란,3티어,폴리포이드,패,스폰(3/2) #2,스폰,1
2025-01-11,김뽀뇨,프로토스,3티어,지두두,테란,3티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-11,김뽀뇨,프로토스,3티어,지두두,테란,3티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-11,규리야,테란,5티어,뿌리,프로토스,5티어,폴리포이드,승,스폰(3/2) #1,스폰,1
2025-01-11,규리야,테란,5티어,뿌리,프로토스,5티어,라데온,승,스폰(3/2) #2,스폰,1
2025-01-11,규리야,테란,5티어,링고,프로토스,5티어,데자뷰,패,스폰(단판),스폰,1
2025-01-11,규리야,테란,5티어,링고,프로토스,5티어,라데온,승,스폰(단판),스폰,1
2025-01-11,규리야,테란,5티어,단양,저그,5티어,데자뷰,승,스폰(3/2) #1,스폰,1
2025-01-11,규리야,테란,5티어,단양,저그,5티어,버미어,승,스폰(3/2) #2,스폰,1
2025-01-11,팥순,프로토스,6티어,비재희,저그,6티어,폴리포이드,패,스폰(3/2) #1,스폰,1
2025-01-11,팥순,프로토스,6티어,비재희,저그,6티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-11,팥순,프로토스,6티어,비재희,저그,6티어,라데온,패,스폰(단판),스폰,1
2025-01-11,팥순,프로토스,6티어,비재희,저그,6티어,데자뷰,패,스폰(3/2) #1,스폰,1
2025-01-11,팥순,프로토스,6티어,비재희,저그,6티어,라데온,패,스폰(3/2) #2,스폰,1
2025-01-11,내가먼지,테란,7티어,뿌하,프로토스,6티어,라데온,패,스폰(단판),스폰,1
2025-01-11,내가먼지,테란,7티어,밍가,프로토스,7티어,라데온,승,스폰(3/2) #1,스폰,1
2025-01-11,내가먼지,테란,7티어,밍가,프로토스,7티어,폴리포이드,승,스폰(3/2) #2,스폰,1
2025-01-11,또해영,저그,8티어,효짱,프로토스,7티어,라데온,승,스폰(단판),스폰,1
2025-01-11,또해영,저그,8티어,하루묭,프로토스,8티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-12,슬돌이,프로토스,3티어,모꿀몬,테란,3티어,버미어,승,스폰(5/3) #1,스폰,1
2025-01-12,슬돌이,프로토스,3티어,모꿀몬,테란,3티어,버미어,패,스폰(5/3) #2,스폰,1
2025-01-12,슬돌이,프로토스,3티어,모꿀몬,테란,3티어,폴리포이드,패,스폰(5/3) #3,스폰,1
2025-01-12,슬돌이,프로토스,3티어,모꿀몬,테란,3티어,버미어,패,스폰(5/3) #4,스폰,1
2025-01-12,찌킹,저그,5티어,토마토,프로토스,4티어,폴리포이드,패,스폰(단판),스폰,1
2025-01-12,찌킹,저그,5티어,임밍지,프로토스,5티어,폴리포이드,승,스폰(단판),스폰,1
2025-01-12,찌킹,저그,5티어,임밍지,프로토스,5티어,라데온,패,스폰(3/2) #1,스폰,1
2025-01-12,찌킹,저그,5티어,임밍지,프로토스,5티어,도미네이터,승,스폰(3/2) #2,스폰,1
2025-01-12,찌킹,저그,5티어,임밍지,프로토스,5티어,데자뷰,승,스폰(3/2) #3,스폰,1
